x,y,z
50733,21819,42260
36726,47561,38670
24656,26953,62803
20600,19540,16624
30650,48039,46996
48307,26565,24432
32881,38227,4038
19237,9297,27657
56341,61832,34113
52043,42797,49021
7466,6413,58556
32849,23041,46579
50469,58635,55658
48626,27018,8519
18501,14552,2811
53770,41665,5912
60692,13638,31599
34654,2921,64716
64432,60150,21417
62679,61985,28961
22540,1815,10487
62359,52272,40732
7175,50552,3632
28093,21236,52402
14620,15677,26500
26143,41027,30700
13150,61594,16523
14952,4600,11183
5220,25060,35762
8975,12575,12762
24408,48205,46707
49652,10800,51731
61621,33192,28656
10652,37787,5509
32226,58189,956
1099,44107,44395
51744,47030,7980
26901,30400,58260
14730,6050,6508
21184,65015,37888
34115,6213,17164
23192,33349,38620
56801,39853,2897
37266,42803,56521
30104,38216,473
61003,38373,48975
44466,40439,55872
15366,25052,55201
64010,57552,57357
28080,53672,32166
21164,43932,16599
29058,15089,49811
12827,4486,22029
41427,10619,1992
62984,34984,53569
50497,55528,41894
29490,29539,45804
17185,29782,11853
35638,7099,52069
37951,32904,14189
23059,18551,45931
33007,4968,26388
31431,53279,1368
13103,57961,39946
58775,15225,31844
31696,26312,63343
30947,51594,8247
34920,61248,43924
46484,49303,53151
7813,63655,26047
64871,50092,5687
13101,51498,56934
64823,11145,43097
27181,26880,51901
19982,3969,35728
64464,893,50669
31447,58504,40760
30255,9849,10965
30365,38625,62930
25407,65462,31159
10579,16270,61832
23601,16690,52560
32408,14704,58516
40558,39074,64190
36618,64275,33460
23566,37799,46528
39943,56260,14215
28593,42929,24653
9956,50728,52554
39767,14786,38221
36526,36814,29475
39629,56237,23389
60620,8398,58568
55772,37060,21634
35987,49456,20255
63925,22673,52326
55743,30416,53408
25378,47168,65266
65507,40982,25022
55927,19676,55568
58789,4329,31761
54897,8553,22881
27765,50371,426
23447,23028,64753
39349,33418,59194
55368,12376,63867
12492,20123,33130
38654,14387,44366
27117,19040,19110
16909,41041,23969
18290,48420,32580
3703,14465,40761
41608,39268,58038
7162,22163,41992
34637,14103,5933
17536,42852,37099
55563,57645,35228
45407,22337,41435
20612,18897,495
59898,25801,36012
10865,8135,50148
10709,41113,26026
23699,36845,187
63737,45792,20886
34428,43744,2245
26957,23468,35566
41995,50062,26968
49296,23553,40917
24048,63704,61444
24174,3986,7121
36368,3621,57992
58666,56840,39307
863,58911,33018
44509,48183,15034
49175,3415,42533
29502,35344,44630
46434,63188,60161
27940,21405,36246
51306,15815,55256
40686,51609,24949
42764,9684,27088
50380,16000,53619
22848,27329,36264
48476,2783,50608
13347,49567,52872
41819,21212,65328
57230,19536,59983
17929,4991,45803
14017,22275,30315
47365,39788,46768
63426,47791,39619
24615,44590,39829
46279,51300,29290
5138,10209,31113
60334,46285,59147
3128,57328,14109
43695,2303,15618
20330,61199,8230
60694,29874,30110
28606,14154,30530
3412,51037,9451
36852,14261,31559
36850,6528,16791
42898,64627,43920
38382,24899,61466
63209,32997,59694
58228,52752,7566
14648,38920,34099
7007,12574,45355
11834,21059,44061
62356,60517,14132
49015,63058,49728
54587,31382,47104
47696,55708,62078
12759,601,32724
50450,61757,3575
7777,38470,56199
42662,52151,47216
31146,42698,25874
55739,5945,54003
37474,32743,24482
56475,38973,63944
40045,9515,53295
47827,15863,54397
42601,43892,24681
51770,43365,59887
13813,24324,48749
8898,21673,34134
27879,16420,54521
6393,25343,29069
33553,27153,48134
18735,9232,50955
1517,1285,3313
32903,17329,43758
18246,59430,37764
5686,46665,12777
41590,18082,31910
61594,53061,24454
59531,38395,56611
39324,47825,42767
32664,50046,49738
52850,47970,59085
24710,54042,44684
53913,60907,46217
54246,33127,54477
63067,42775,54995
28882,64563,59581
20760,57034,62233
5564,16800,54592
17300,51633,28938
48327,5826,41913
37937,13645,22693
65394,61870,63539
37189,25765,59578
33575,13923,52085
17744,6254,46466
16398,32219,44789
23450,35834,8179
63045,60871,54203
29873,38915,1962
5879,7917,17625
15017,21546,47004
38037,42298,7802
25140,26561,2282
64319,60715,7807
43941,63994,41040
62862,11977,18758
26207,2349,34769
16223,64727,61662
61127,52513,45488
62708,39114,13356
33148,35999,24385
31033,17960,19817
37001,18061,12516
12260,7285,1006
19323,35770,38765
58422,27469,12784
17819,2121,33744
18975,35846,46007
62193,58941,65016
50404,10592,53172
15809,22941,31547
2337,31021,41735
43603,20902,32250
36393,58451,38598
15835,12909,15860
54785,5432,62245
38771,529,29648
33759,7797,40609
51155,40838,46318
5788,42827,24754
60824,34358,22831
28704,36018,6057
34741,9444,41486
30722,54584,41938
27188,28385,19878
31582,29621,405
48001,27521,59253
40716,37451,23145
17581,46671,41478
17788,49886,58567
14415,30002,40097
23467,15421,62027
44406,38492,56817
197,59537,40543
26867,2156,19671
52009,2912,21092
44745,12445,21
56410,58182,5499
7228,50693,54511
31662,47720,17088
2691,17775,65528
21689,42341,37463
47098,14186,65020
51630,2202,44857
43955,6439,63437
20526,7938,42227
57817,1786,58115
45090,51473,62157
28944,53394,15964
29881,34012,42670
47223,15185,5610
34080,54588,36769
30728,5897,33065
9044,40460,64792
45130,5292,60045
39056,1191,15229
56659,21518,46790
7920,3109,26656
36216,51771,34105
59560,16408,115
49932,27272,39479
1337,28330,3165
52932,43924,23723
38887,60066,52416
10657,9953,30167
49874,43751,26733
45657,16881,54271
51048,22227,57219
34442,47504,24113
50157,52500,60930
9069,13897,59755
2298,21357,60991
63235,23531,47644
45140,56318,53702
8816,44528,11189
13702,6654,56058
49649,11603,29014
37925,7862,15005
36146,35850,53663
9095,36453,10338
54746,21431,39160
58403,712,60057
42507,60296,55821
8344,27590,13758
64767,9974,7955
65452,23991,61075
58406,26056,4106
667,49060,17379
47386,20801,1303
32691,3691,60373
3970,56509,54317
53404,52051,59904
53358,15084,62563
61390,65364,56755
21064,42948,5581
3777,42212,47899
14441,51309,64310
10380,57914,46162
2782,50088,21348
41418,8450,57702
57431,6855,19533
32700,28440,13038
9522,15317,62814
41457,33367,10142
37800,4191,53366
53696,63507,54267
22323,30195,65534
30436,11700,57759
40080,19574,15736
40291,53495,57858
24822,23236,22939
42906,43670,43703
14190,46288,4636
15736,7694,62557
59248,62859,36459
10376,3300,54865
14878,59294,34898
32387,24838,39272
5758,15497,23852
20471,4429,30026
60296,36167,8531
52504,56487,43403
22433,44665,38416
25478,55626,33732
25252,2861,5415
53313,4260,32512
33629,36030,51039
51057,7515,25312
39995,53407,9806
2418,59229,30907
28036,29827,61372
23147,49017,25714
29041,33175,58912
31467,35058,27464
35312,32708,58466
40730,6371,4284
40781,62561,7821
50398,40286,44707
33953,498,14791
54326,18242,6981
17756,5493,21328
45646,18029,33740
51544,56120,54322
41874,43591,33127
54750,64449,34218
46307,42593,10983
51538,39209,58282
60018,58955,59081
41203,62954,52998
19460,26257,32790
4584,362,30221
31685,61951,12788
31443,61895,25429
42351,49052,12360
21334,242,63137
39269,15707,10472
35143,3436,55529
60264,15584,30909
18199,6826,24447
49509,27641,54778
2531,18159,2752
46774,46143,46634
48361,3698,23251
657,49922,50514
12090,24215,18892
9112,11890,51137
36107,65487,50977
28726,39557,55886
33750,3009,58868
45602,24157,53390
53527,10291,4378
41856,44025,41801
43646,49290,58897
4665,38438,42260
16119,35450,38670
47941,57069,62803
25547,49403,16624
45973,25733,46996
12973,62758,24432
58677,14076,4038
367,30809,27657
37077,33139,34113
44581,40846,49021
28056,63386,58556
28204,22341,46579
39406,61945,55658
46841,30091,8519
9594,6575,2811
20338,29764,5912
36502,42761,31599
46668,12200,64716
41224,26572,21417
54261,31640,28961
50475,46998,10487
30482,13699,40732
32049,20421,3632
44825,42937,52402
11099,5751,26500
23993,9319,30700
26654,3682,16523
7990,8804,11183
21145,48248,35762
53746,63962,12762
2196,60812,46707
44001,10171,51731
12495,63317,28656
62350,49818,5509
1623,19089,956
40040,60470,44395
30178,32385,7980
33836,20069,58260
47684,55836,6508
49047,1868,37888
23356,49213,17164
19620,45356,38620
45035,4611,2897
31423,61521,56521
37295,54566,473
40713,64047,48975
59421,8917,55872
44282,35542,55201
47491,64124,57357
10084,2000,32166
45913,27992,16599
63340,43650,49811
22534,27658,22029
14967,20888,1992
58164,6088,53569
11575,47983,41894
26368,13723,45804
20882,16562,11853
29854,13436,52069
30567,24473,14189
4386,3180,45931
40610,13050,26388
10443,31915,1368
41647,41016,39946
53067,25133,31844
56633,28146,63343
21008,29815,8247
42048,50946,43924
52865,34352,53151
12118,4215,26047
55512,59648,5687
35791,695,56934
1266,57568,43097
38259,29255,51901
9175,53594,35728
9435,23704,50669
9631,33967,40760
6754,38803,10965
23239,47768,62930
12978,10058,31159
10790,10486,61832
8132,29060,52560
50492,3024,58516
11842,38129,64190
38164,35975,33460
1542,21819,46528
55607,47561,14215
43424,26953,24653
20630,19540,52554
5466,48039,38221
51507,26565,29475
55457,38227,23389
38270,9297,58568
8679,61832,21634
2004,42797,20255
34782,6413,52326
5042,23041,53408
22956,58635,65266
49566,27018,25022
59540,14552,55568
44876,41665,31761
20716,13638,22881
7548,2921,426
47027,60150,64753
36957,61985,59194
14243,1815,63867
19305,52272,33130
47318,50552,44366
41714,21236,19110
14300,15677,23969
10778,41027,32580
44420,61594,40761
23397,4600,58038
59477,25060,41992
6011,12575,5933
9067,48205,37099
8346,10800,35228
58719,33192,41435
4431,37787,495
2835,58189,36012
44987,44107,50148
45502,47030,26026
28246,30400,187
43470,6050,20886
12599,65015,2245
10000,6213,35566
37784,33349,26968
36544,39853,40917
50733,42803,61444
36726,38216,7121
24656,38373,57992
20600,40439,39307
30650,25052,33018
48307,57552,15034
32881,53672,42533
19237,43932,44630
56341,15089,60161
52043,4486,36246
7466,10619,55256
32849,34984,24949
50469,55528,27088
48626,29539,53619
18501,29782,36264
53770,7099,50608
60692,32904,52872
34654,18551,65328
64432,4968,59983
62679,53279,45803
22540,57961,30315
62359,15225,46768
7175,26312,39619
28093,51594,39829
14620,61248,29290
26143,49303,31113
13150,63655,59147
14952,50092,14109
5220,51498,15618
8975,11145,8230
24408,26880,30110
49652,3969,30530
61621,893,9451
10652,58504,31559
32226,9849,16791
1099,38625,43920
51744,65462,61466
26901,16270,59694
14730,16690,7566
21184,14704,34099
34115,39074,45355
23192,64275,44061
56801,37799,14132
37266,56260,49728
30104,42929,47104
61003,50728,62078
44466,14786,32724
15366,36814,3575
64010,56237,56199
28080,8398,47216
21164,37060,25874
29058,49456,54003
12827,22673,24482
41427,30416,63944
62984,47168,53295
50497,40982,54397
29490,19676,24681
17185,4329,59887
35638,8553,48749
37951,50371,34134
23059,23028,54521
33007,33418,29069
31431,12376,48134
13103,20123,50955
58775,14387,3313
31696,19040,43758
30947,41041,37764
34920,48420,12777
46484,14465,31910
7813,39268,24454
64871,22163,56611
13101,14103,42767
64823,42852,49738
27181,57645,59085
19982,22337,44684
64464,18897,46217
31447,25801,54477
30255,8135,54995
30365,41113,59581
25407,36845,62233
10579,45792,54592
23601,43744,28938
32408,23468,41913
40558,50062,22693
36618,23553,63539
23566,63704,59578
39943,3986,52085
28593,3621,46466
9956,56840,44789
39767,58911,8179
36526,48183,54203
39629,3415,1962
60620,35344,17625
55772,63188,47004
35987,21405,7802
63925,15815,2282
55743,51609,7807
25378,9684,41040
65507,16000,18758
55927,27329,34769
58789,2783,61662
54897,49567,45488
27765,21212,13356
23447,19536,24385
39349,4991,19817
55368,22275,12516
12492,39788,1006
38654,47791,38765
27117,44590,12784
16909,51300,33744
18290,10209,46007
3703,46285,65016
41608,57328,53172
7162,2303,31547
34637,61199,41735
17536,29874,32250
55563,14154,38598
45407,51037,15860
20612,14261,62245
59898,6528,29648
10865,64627,40609
10709,24899,46318
23699,32997,24754
63737,52752,22831
34428,38920,6057
26957,12574,41486
41995,21059,41938
49296,60517,19878
24048,63058,405
24174,31382,59253
36368,55708,23145
58666,601,41478
863,61757,58567
44509,38470,40097
49175,52151,62027
29502,42698,56817
46434,5945,40543
27940,32743,19671
51306,38973,21092
40686,9515,21
42764,15863,5499
50380,43892,54511
22848,43365,17088
48476,24324,65528
13347,21673,37463
41819,16420,65020
57230,25343,44857
17929,27153,63437
14017,9232,42227
47365,1285,58115
63426,17329,62157
24615,59430,15964
46279,46665,42670
5138,18082,5610
60334,53061,36769
3128,38395,33065
43695,47825,64792
20330,50046,60045
60694,47970,15229
28606,54042,46790
3412,60907,26656
36852,33127,34105
36850,42775,115
42898,64563,39479
38382,57034,3165
63209,16800,23723
58228,51633,52416
14648,5826,30167
7007,13645,26733
11834,61870,54271
62356,25765,57219
49015,13923,24113
54587,6254,60930
47696,32219,59755
12759,35834,60991
50450,60871,47644
7777,38915,53702
42662,7917,11189
31146,21546,56058
55739,42298,29014
37474,26561,15005
56475,60715,53663
40045,63994,10338
47827,11977,39160
42601,2349,60057
51770,64727,55821
13813,52513,13758
8898,39114,7955
27879,35999,61075
6393,17960,4106
33553,18061,17379
18735,7285,1303
1517,35770,60373
32903,27469,54317
18246,2121,59904
5686,35846,62563
41590,58941,56755
61594,10592,5581
59531,22941,47899
39324,31021,64310
32664,20902,46162
52850,58451,21348
24710,12909,57702
53913,5432,19533
54246,529,13038
63067,7797,62814
28882,40838,10142
20760,42827,53366
5564,34358,54267
17300,36018,65534
48327,9444,57759
37937,54584,15736
65394,28385,57858
37189,29621,22939
33575,27521,43703
17744,37451,4636
16398,46671,62557
23450,49886,36459
63045,30002,54865
29873,15421,34898
5879,38492,39272
15017,59537,23852
38037,2156,30026
25140,2912,8531
64319,12445,43403
43941,58182,38416
62862,50693,33732
26207,47720,5415
16223,17775,32512
61127,42341,51039
62708,14186,25312
33148,2202,9806
31033,6439,30907
37001,7938,61372
12260,1786,25714
19323,51473,58912
58422,53394,27464
17819,34012,58466
18975,15185,4284
62193,54588,7821
50404,5897,44707
15809,40460,14791
2337,5292,6981
43603,1191,21328
36393,21518,33740
15835,3109,54322
54785,51771,33127
38771,16408,34218
33759,27272,10983
51155,28330,58282
5788,43924,59081
60824,60066,52998
28704,9953,32790
34741,43751,30221
30722,16881,12788
27188,22227,25429
31582,47504,12360
48001,52500,63137
40716,13897,10472
17581,21357,55529
17788,23531,30909
14415,56318,24447
23467,44528,54778
44406,6654,2752
197,11603,46634
26867,7862,23251
52009,35850,50514
44745,36453,18892
56410,21431,51137
7228,712,50977
31662,60296,55886
2691,27590,58868
21689,9974,53390
47098,23991,4378
51630,26056,41801
43955,49060,58897
20526,20801,42260
57817,3691,38670
45090,56509,62803
28944,52051,16624
29881,15084,46996
47223,65364,24432
34080,42948,4038
30728,42212,27657
9044,51309,34113
45130,57914,49021
39056,50088,58556
56659,8450,46579
7920,6855,55658
36216,28440,8519
59560,15317,2811
49932,33367,5912
1337,4191,31599
52932,63507,64716
38887,30195,21417
10657,11700,28961
49874,19574,10487
45657,53495,40732
51048,23236,3632
34442,43670,52402
50157,46288,26500
9069,7694,30700
2298,62859,16523
63235,3300,11183
45140,59294,35762
8816,24838,12762
13702,15497,46707
49649,4429,51731
37925,36167,28656
36146,56487,5509
9095,44665,956
54746,55626,44395
58403,2861,7980
42507,4260,58260
8344,36030,6508
64767,7515,37888
65452,53407,17164
58406,59229,38620
667,29827,2897
47386,49017,56521
32691,33175,473
3970,35058,48975
53404,32708,55872
53358,6371,55201
61390,62561,57357
21064,40286,32166
3777,498,16599
14441,18242,49811
10380,5493,22029
2782,18029,1992
41418,56120,53569
57431,43591,41894
32700,64449,45804
9522,42593,11853
41457,39209,52069
37800,58955,14189
53696,62954,45931
22323,26257,26388
30436,362,1368
40080,61951,39946
40291,61895,31844
24822,49052,63343
42906,242,8247
14190,15707,43924
15736,3436,53151
59248,15584,26047
10376,6826,5687
14878,27641,56934
32387,18159,43097
5758,46143,51901
20471,3698,35728
60296,49922,50669
52504,24215,40760
22433,11890,10965
25478,65487,62930
25252,39557,31159
53313,3009,61832
33629,24157,52560
51057,10291,58516
39995,44025,64190
2418,49290,33460
28036,38438,46528
23147,35450,14215
29041,57069,24653
31467,49403,52554
35312,25733,38221
40730,62758,29475
40781,14076,23389
50398,30809,58568
33953,33139,21634
54326,40846,20255
17756,63386,52326
45646,22341,53408
51544,61945,65266
41874,30091,25022
54750,6575,55568
46307,29764,31761
51538,42761,22881
60018,12200,426
41203,26572,64753
19460,31640,59194
4584,46998,63867
31685,13699,33130
31443,20421,44366
42351,42937,19110
21334,5751,23969
39269,9319,32580
35143,3682,40761
60264,8804,58038
18199,48248,41992
49509,63962,5933
2531,60812,37099
46774,10171,35228
48361,63317,41435
657,49818,495
12090,19089,36012
9112,60470,50148
36107,32385,26026
28726,20069,187
33750,55836,20886
45602,1868,2245
53527,49213,35566
41856,45356,26968
43646,4611,40917
4665,61521,61444
16119,54566,7121
47941,64047,57992
25547,8917,39307
45973,35542,33018
12973,64124,15034
58677,2000,42533
367,27992,44630
37077,43650,60161
44581,27658,36246
28056,20888,55256
28204,6088,24949
39406,47983,27088
46841,13723,53619
9594,16562,36264
20338,13436,50608
36502,24473,52872
46668,3180,65328
41224,13050,59983
54261,31915,45803
50475,41016,30315
30482,25133,46768
32049,28146,39619
44825,29815,39829
11099,50946,29290
23993,34352,31113
26654,4215,59147
7990,59648,14109
21145,695,15618
53746,57568,8230
2196,29255,30110
44001,53594,30530
12495,23704,9451
62350,33967,31559
1623,38803,16791
40040,47768,43920
30178,10058,61466
33836,10486,59694
47684,29060,7566
49047,3024,34099
23356,38129,45355
19620,35975,44061
45035,21819,14132
31423,47561,49728
37295,26953,47104
40713,19540,62078
59421,48039,32724
44282,26565,3575
47491,38227,56199
10084,9297,47216
45913,61832,25874
63340,42797,54003
22534,6413,24482
14967,23041,63944
58164,58635,53295
11575,27018,54397
26368,14552,24681
20882,41665,59887
29854,13638,48749
30567,2921,34134
4386,60150,54521
40610,61985,29069
10443,1815,48134
41647,52272,50955
53067,50552,3313
56633,21236,43758
21008,15677,37764
42048,41027,12777
52865,61594,31910
12118,4600,24454
55512,25060,56611
35791,12575,42767
1266,48205,49738
38259,10800,59085
9175,33192,44684
9435,37787,46217
9631,58189,54477
6754,44107,54995
23239,47030,59581
12978,30400,62233
10790,6050,54592
8132,65015,28938
50492,6213,41913
11842,33349,22693
38164,39853,63539
1542,42803,59578
55607,38216,52085
43424,38373,46466
20630,40439,44789
5466,25052,8179
51507,57552,54203
55457,53672,1962
38270,43932,17625
8679,15089,47004
2004,4486,7802
34782,10619,2282
5042,34984,7807
22956,55528,41040
49566,29539,18758
59540,29782,34769
44876,7099,61662
20716,32904,45488
7548,18551,13356
47027,4968,24385
36957,53279,19817
14243,57961,12516
19305,15225,1006
47318,26312,38765
41714,51594,12784
14300,61248,33744
10778,49303,46007
44420,63655,65016
23397,50092,53172
59477,51498,31547
6011,11145,41735
9067,26880,32250
8346,3969,38598
58719,893,15860
4431,58504,62245
2835,9849,29648
44987,38625,40609
45502,65462,46318
28246,16270,24754
43470,16690,22831
12599,14704,6057
10000,39074,41486
37784,64275,41938
36544,37799,19878
50733,56260,405
36726,42929,59253
24656,50728,23145
20600,14786,41478
30650,36814,58567
48307,56237,40097
32881,8398,62027
19237,37060,56817
56341,49456,40543
52043,22673,19671
7466,30416,21092
32849,47168,21
50469,40982,5499
48626,19676,54511
18501,4329,17088
53770,8553,65528
60692,50371,37463
34654,23028,65020
64432,33418,44857
62679,12376,63437
22540,20123,42227
62359,14387,58115
7175,19040,62157
28093,41041,15964
14620,48420,42670
26143,14465,5610
13150,39268,36769
14952,22163,33065
5220,14103,64792
8975,42852,60045
24408,57645,15229
49652,22337,46790
61621,18897,26656
10652,25801,34105
32226,8135,115
1099,41113,39479
51744,36845,3165
26901,45792,23723
14730,43744,52416
21184,23468,30167
34115,50062,26733
23192,23553,54271
56801,63704,57219
37266,3986,24113
30104,3621,60930
61003,56840,59755
44466,58911,60991
15366,48183,47644
64010,3415,53702
28080,35344,11189
21164,63188,56058
29058,21405,29014
12827,15815,15005
41427,51609,53663
62984,9684,10338
50497,16000,39160
29490,27329,60057
17185,2783,55821
35638,49567,13758
37951,21212,7955
23059,19536,61075
33007,4991,4106
31431,22275,17379
13103,39788,1303
58775,47791,60373
31696,44590,54317
30947,51300,59904
34920,10209,62563
46484,46285,56755
7813,57328,5581
64871,2303,47899
13101,61199,64310
64823,29874,46162
27181,14154,21348
19982,51037,57702
64464,14261,19533
31447,6528,13038
30255,64627,62814
30365,24899,10142
25407,32997,53366
10579,52752,54267
23601,38920,65534
32408,12574,57759
40558,21059,15736
36618,60517,57858
23566,63058,22939
39943,31382,43703
28593,55708,4636
9956,601,62557
39767,61757,36459
36526,38470,54865
39629,52151,34898
60620,42698,39272
55772,5945,23852
35987,32743,30026
63925,38973,8531
55743,9515,43403
25378,15863,38416
65507,43892,33732
55927,43365,5415
58789,24324,32512
54897,21673,51039
27765,16420,25312
23447,25343,9806
39349,27153,30907
55368,9232,61372
12492,1285,25714
38654,17329,58912
27117,59430,27464
16909,46665,58466
18290,18082,4284
3703,53061,7821
41608,38395,44707
7162,47825,14791
34637,50046,6981
17536,47970,21328
55563,54042,33740
45407,60907,54322
20612,33127,33127
59898,42775,34218
10865,64563,10983
10709,57034,58282
23699,16800,59081
63737,51633,52998
34428,5826,32790
26957,13645,30221
41995,61870,12788
49296,25765,25429
24048,13923,12360
24174,6254,63137
36368,32219,10472
58666,35834,55529
863,60871,30909
44509,38915,24447
49175,7917,54778
29502,21546,2752
46434,42298,46634
27940,26561,23251
51306,60715,50514
40686,63994,18892
42764,11977,51137
50380,2349,50977
22848,64727,55886
48476,52513,58868
13347,39114,53390
41819,35999,4378
57230,17960,41801
17929,18061,58897
14017,7285,42260
47365,35770,38670
63426,27469,62803
24615,2121,16624
46279,35846,46996
5138,58941,24432
60334,10592,4038
3128,22941,27657
43695,31021,34113
20330,20902,49021
60694,58451,58556
28606,12909,46579
3412,5432,55658
36852,529,8519
36850,7797,2811
42898,40838,5912
38382,42827,31599
63209,34358,64716
58228,36018,21417
14648,9444,28961
7007,54584,10487
11834,28385,40732
62356,29621,3632
49015,27521,52402
54587,37451,26500
47696,46671,30700
12759,49886,16523
50450,30002,11183
7777,15421,35762
42662,38492,12762
31146,59537,46707
55739,2156,51731
37474,2912,28656
56475,12445,5509
40045,58182,956
47827,50693,44395
42601,47720,7980
51770,17775,58260
13813,42341,6508
8898,14186,37888
27879,2202,17164
6393,6439,38620
33553,7938,2897
18735,1786,56521
1517,51473,473
32903,53394,48975
18246,34012,55872
5686,15185,55201
41590,54588,57357
61594,5897,32166
59531,40460,16599
39324,5292,49811
32664,1191,22029
52850,21518,1992
24710,3109,53569
53913,51771,41894
54246,16408,45804
63067,27272,11853
28882,28330,52069
20760,43924,14189
5564,60066,45931
17300,9953,26388
48327,43751,1368
37937,16881,39946
65394,22227,31844
37189,47504,63343
33575,52500,8247
17744,13897,43924
16398,21357,53151
23450,23531,26047
63045,56318,5687
29873,44528,56934
5879,6654,43097
15017,11603,51901
38037,7862,35728
25140,35850,50669
64319,36453,40760
43941,21431,10965
62862,712,62930
26207,60296,31159
16223,27590,61832
61127,9974,52560
62708,23991,58516
33148,26056,64190
31033,49060,33460
37001,20801,46528
12260,3691,14215
19323,56509,24653
58422,52051,52554
17819,15084,38221
18975,65364,29475
62193,42948,23389
50404,42212,58568
15809,51309,21634
2337,57914,20255
43603,50088,52326
36393,8450,53408
15835,6855,65266
54785,28440,25022
38771,15317,55568
33759,33367,31761
51155,4191,22881
5788,63507,426
60824,30195,64753
28704,11700,59194
34741,19574,63867
30722,53495,33130
27188,23236,44366
31582,43670,19110
48001,46288,23969
40716,7694,32580
17581,62859,40761
17788,3300,58038
14415,59294,41992
23467,24838,5933
44406,15497,37099
197,4429,35228
26867,36167,41435
52009,56487,495
44745,44665,36012
56410,55626,50148
7228,2861,26026
31662,4260,187
2691,36030,20886
21689,7515,2245
47098,53407,35566
51630,59229,26968
43955,29827,40917
20526,49017,61444
57817,33175,7121
45090,35058,57992
28944,32708,39307
29881,6371,33018
47223,62561,15034
34080,40286,42533
30728,498,44630
9044,18242,60161
45130,5493,36246
39056,18029,55256
56659,56120,24949
7920,43591,27088
36216,64449,53619
59560,42593,36264
49932,39209,50608
1337,58955,52872
52932,62954,65328
38887,26257,59983
10657,362,45803
49874,61951,30315
45657,61895,46768
51048,49052,39619
34442,242,39829
50157,15707,29290
9069,3436,31113
2298,15584,59147
63235,6826,14109
45140,27641,15618
8816,18159,8230
13702,46143,30110
49649,3698,30530
37925,49922,9451
36146,24215,31559
9095,11890,16791
54746,65487,43920
58403,39557,61466
42507,3009,59694
8344,24157,7566
64767,10291,34099
65452,44025,45355
58406,49290,44061
667,38438,14132
47386,35450,49728
32691,57069,47104
3970,49403,62078
53404,25733,32724
53358,62758,3575
61390,14076,56199
21064,30809,47216
3777,33139,25874
14441,40846,54003
10380,63386,24482
2782,22341,63944
41418,61945,53295
57431,30091,54397
32700,6575,24681
9522,29764,59887
41457,42761,48749
37800,12200,34134
53696,26572,54521
22323,31640,29069
30436,46998,48134
40080,13699,50955
40291,20421,3313
24822,42937,43758
42906,5751,37764
14190,9319,12777
15736,3682,31910
59248,8804,24454
10376,48248,56611
14878,63962,42767
32387,60812,49738
5758,10171,59085
20471,63317,44684
60296,49818,46217
52504,19089,54477
22433,60470,54995
25478,32385,59581
25252,20069,62233
53313,55836,54592
33629,1868,28938
51057,49213,41913
39995,45356,22693
2418,4611,63539
28036,61521,59578
23147,54566,52085
29041,64047,46466
31467,8917,44789
35312,35542,8179
40730,64124,54203
40781,2000,1962
50398,27992,17625
33953,43650,47004
54326,27658,7802
17756,20888,2282
45646,6088,7807
51544,47983,41040
41874,13723,18758
54750,16562,34769
46307,13436,61662
51538,24473,45488
60018,3180,13356
41203,13050,24385
19460,31915,19817
4584,41016,12516
31685,25133,1006
31443,28146,38765
42351,29815,12784
21334,50946,33744
39269,34352,46007
35143,4215,65016
60264,59648,53172
18199,695,31547
49509,57568,41735
2531,29255,32250
46774,53594,38598
48361,23704,15860
657,33967,62245
12090,38803,29648
9112,47768,40609
36107,10058,46318
28726,10486,24754
33750,29060,22831
45602,3024,6057
53527,38129,41486
41856,35975,41938
43646,21819,19878
4665,47561,405
16119,26953,59253
47941,19540,23145
25547,48039,41478
45973,26565,58567
12973,38227,40097
58677,9297,62027
367,61832,56817
37077,42797,40543
44581,6413,19671
28056,23041,21092
28204,58635,21
39406,27018,5499
46841,14552,54511
9594,41665,17088
20338,13638,65528
36502,2921,37463
46668,60150,65020
41224,61985,44857
54261,1815,63437
50475,52272,42227
30482,50552,58115
32049,21236,62157
44825,15677,15964
11099,41027,42670
23993,61594,5610
26654,4600,36769
7990,25060,33065
21145,12575,64792
53746,48205,60045
2196,10800,15229
44001,33192,46790
12495,37787,26656
62350,58189,34105
1623,44107,115
40040,47030,39479
30178,30400,3165
33836,6050,23723
47684,65015,52416
49047,6213,30167
23356,33349,26733
19620,39853,54271
45035,42803,57219
31423,38216,24113
37295,38373,60930
40713,40439,59755
59421,25052,60991
44282,57552,47644
47491,53672,53702
10084,43932,11189
45913,15089,56058
63340,4486,29014
22534,10619,15005
14967,34984,53663
58164,55528,10338
11575,29539,39160
26368,29782,60057
20882,7099,55821
29854,32904,13758
30567,18551,7955
4386,4968,61075
40610,53279,4106
10443,57961,17379
41647,15225,1303
53067,26312,60373
56633,51594,54317
21008,61248,59904
42048,49303,62563
52865,63655,56755
12118,50092,5581
55512,51498,47899
35791,11145,64310
1266,26880,46162
38259,3969,21348
9175,893,57702
9435,58504,19533
9631,9849,13038
6754,38625,62814
23239,65462,10142
12978,16270,53366
10790,16690,54267
8132,14704,65534
50492,39074,57759
11842,64275,15736
38164,37799,57858
1542,56260,22939
55607,42929,43703
43424,50728,4636
20630,14786,62557
5466,36814,36459
51507,56237,54865
55457,8398,34898
38270,37060,39272
8679,49456,23852
